name,DOB,sex,race,height,weight,zip,street,brth_cert_number
Victoria LYON,031068,0,3,58,108,21112,8765 FORKNER  ST,565024
Colten DEJESUS,091548,0,2,66,145,28402,5332 WALKER  STREET,440886
Wendy ARTIS,112269,,1,57,153,20100,7743 NEW  STREET,679347
Mitchell DONALDSON,022544,0,1,72,147,27638,589 CHARLESTON OAKS  STREET,210489
Eden VILLA,082974,0,2,59,89,37668,8058 WINTER  STREET,144064
Caleb HARDIN,012061,0,3,92,,34891,1319 PLAINVIEW  ST,395453
Aiden HURTADO,092480,0,1,,132,37937,8234 LENORE  ST,494916
Walker WHITT,051951,0,2,65,148,39343,6654 CAMBRIDGE  STREET,599342
Cooper PACE,051770,0,3,82,165,35624,4612 HAMPSHIRE  ST,331628
Kendra VIDAL,041164,0,3,,,35457,9515 PARKSIDE  STREET,783228
Madeline NAVARRO,083170,0,3,57,107,39238,7468 MCKOY  ST,844049
Mauricio SAYLOR,011651,0,,59,99,21881,3081 CONWAY  ST,778631
Robert HARDING,081052,0,1,85,180,28734,2115 RIDGELAND  STREET,556815
Marvin RANGEL,050272,0,1,44,73,30343,8061 LAKE  ST,862453
Landon POOLE,062567,0,2,,,35149,9877 MADISON  STREET,848070
Kyler LIGHT,090748,0,2,66,117,20302,2791 MCCLEAN  ST,806775
Matthew SOSA,041653,0,1,79,142,22476,5402 NEW  ST,455513
Kyra BOND,011658,0,2,82,180,36039,508 INMAN  ST,433270
Rihanna SLATER,092344,0,3,73,164,27120,9919 WOODLAWN  ST,356605
Izaiah PARRISH,022863,0,2,66,134,20079,6247 GREEN  STREET,857690
Brady BAKER,111651,0,3,46,104,38604,1884 FAYETTEVILLE  ST,834809
Miriam ALVAREZ,010761,0,2,67,120,36904,2575 FAIRFIELD  STREET,786522
Ruben SCHNEIDER,051861,0,2,,,34861,6726 JOHNSTON  ST,306742
Amelia POLANCO,101073,0,1,68,121,26850,3406 CHESTER  STREET,742318
Perla JUNG,071677,0,3,60,107,35854,7290 FAIRFIELD  STREET,635439
Darren HAMBY,051165,0,1,58,94,37403,3371 ADAMS  ST,148389
Payton KILLIAN,011371,0,2,86,143,28573,2561 PONCE DE LEON  ST,193297
Lizbeth PAUL,011984,0,2,78,123,34358,6149 CALLAWAY BUILDING  STREET,527781
Mason EGAN,071384,0,3,61,143,30985,4355 RUSSELL  STREET,206924
Alberto BOYD,042047,0,3,62,,27953,1332 COTTONWOOD  ST,650616
Mercedes LASSITER,060648,0,4,65,160,23000,8885 HAMPTON  STREET,897374
Bennett NOE,112861,0,4,,160,33080,6215 POPE  STREET,458853
Billy WALL,080762,0,3,78,183,22848,1886 DEARBORN  STREET,141387
Nina DUFF,092975,0,2,,137,36390,8369 VICKERS  ST,793785
Janiya TROUTMAN,012163,0,3,44,118,39812,6351 MEAD  ST,665734
Crystal HOLMAN,070582,0,4,67,,33200,6909 GREEN  STREET,849667
Nickolas GLOVER,043049,0,4,60,107,22963,804 CHURCH  ST,628750
Francesca RUNYON,050856,0,1,64,132,39889,7427 WALKER  STREET,796355
Armando DORAN,012579,0,3,,135,,,454127
Colton LOVE,102044,0,4,,,39498,8692 KATIE KERR  ST,546021
Jorge SMALL,061541,0,2,84,135,39321,142 GLENN  STREET,762316
Amya RHOADES,112043,0,3,72,134,32937,448 CHAMPLAIN  STREET,480601
Alacia MATOS,111348,0,4,,,37983,4157 JEFFERSON SQUARE  ST,855174
Nathaniel HIGH,112881,0,1,60,117,37834,8577 WILBURN  STREET,876562
Steven JACOBSEN,010551,0,4,,135,33885,1701 TRINITY  STREET,821296
Mercedes BURK,032084,0,3,72,125,31010,9317 SPRING  ST,192017
Wesley NORWOOD,091683,0,2,74,128,20818,9746 2ND  STREET,778870
Chad HUGHES,072049,0,4,,,37614,9568 CHARLESGATE  ST,201188
Jonathon BRANTLEY,012873,0,2,64,120,31750,2603 GLENLAKE COMMONS  ST,462448
Mary WARE,061957,0,2,74,147,39539,8641 ROYAL PATH  STREET,351302
Bradley MILLARD,051156,0,3,72,170,25890,7145 DREXEL  STREET,370457
Shannon KNOWLES,110542,0,3,58,154,24832,4286 GRIFFIN  ST,159620
Emma BARRY,011770,0,1,76,166,37599,6190 FAYETTEVILLE  STREET,134301
Gary BECKER,011170,0,5,68,174,34193,8145 MADISON  ST,340477
Bryant BROWNE,062567,0,4,75,144,30717,1888 RUPERT  STREET,746578
Stella SELBY,102975,0,2,85,178,32746,8715 MIMOSA  ST,899093
Braeden ROBISON,071450,0,3,,168,21366,4142 DEVONSHIRE  STREET,309177
Perla TIRADO,010973,0,1,78,175,20689,1163 ADAMS  STREET,753759
Fernando TOLLIVER,032655,0,3,77,164,35220,4569 MICHIGAN  STREET,418825
Jerry MACK,090555,0,4,74,143,25453,1016 ARCADIA  ST,446590
Phillip GRIGGS,030657,0,4,69,124,32759,3814 RENFROE  ST,413908
Naomi GLEASON,091780,0,3,58,123,20116,6930 HILLYER  ST,552130
Trenton DARLING,070952,0,2,90,187,36652,1179 WALKER  ST,552827
Natalie ROBERTSON,031550,0,2,71,147,22022,9722 FORREST  STREET,421706
Levi DEVORE,010178,0,4,59,156,20252,4924 DEKALB INDUSTRIAL  STREET,408017
Ezekiel ROMANO,032854,0,1,72,164,20278,9879 CRAIGIE  ST,117637
Kaiden WILLINGHAM,012942,0,,,106,28333,7729 VIVIAN  ST,134158
Francesca RIGGINS,050655,0,2,60,152,32069,6554 SUPERIOR  ST,244761
Payton HO,112652,0,1,64,150,25405,7518 ASHFIELD  ST,295148
Bryanna PHAM,022551,0,1,,122,20575,6543 MIMOSA  ST,515324
Luke ASHCRAFT,122640,0,4,54,,25048,1615 ASHWOOD  ST,531359
Viviana LITTLEJOHN,051153,0,2,76,160,35119,3805 JACKSON  STREET,403028
Natalia MCADAMS,100763,0,,57,,31162,6175 3RD  STREET,898184
Kaylie FORTUNE,010969,0,1,,148,20488,7746 FORREST  ST,479542
Anastasia NEWBERRY,103168,0,3,82,148,21733,3792 HAROLD BYRD  STREET,503436
Lincoln KEENAN,061656,0,2,59,109,33290,5093 GROVEMONT  STREET,859078
Mercedes WICKER,051774,0,3,56,95,38923,6653 COTTONWOOD  ST,493308
Aubrey MANLEY,092047,0,3,48,154,25068,6701 ASHBURY  STREET,334202
Mark RAINS,091580,0,2,75,124,20325,1609 ADAIR  ST,461775
Jillian MCCLELLAND,040449,0,3,,139,30177,6727 POPE  ST,728659
Tiffany SEAMAN,102966,0,1,57,178,20144,2448 OAKVIEW  STREET,675181
Miley CORTES,070540,0,3,,155,25168,7543 ASHWOOD  STREET,168642
Mario CLEVENGER,041550,0,3,74,153,35984,642 PLAINVIEW  ST,563130
Jonathan BENNETT,072357,0,1,59,,32964,1402 PATE  STREET,253937
Melanie SIMONS,121054,0,3,,167,35369,5998 DAVIS  ST,522945
Claire WYLIE,083180,0,1,72,132,24216,4607 OAKLAND  STREET,322962
Skye RODGERS,020452,0,2,81,118,25393,3800 HIBERNIA  ST,861855
Yesenia WYNN,032171,0,4,71,159,21521,3116 WOODVIEW  ST,399644
Lily BEAVER,080778,0,4,73,173,33439,4190 WINN  STREET,229810
Manuel VALENTINE,043049,0,4,73,132,38830,5625 GORDON  STREET,539360
Josie SHELBY,101280,0,1,59,,35544,8701 HURON  STREET,124446
Izabella DOBSON,080274,0,2,,126,37359,741 ROYAL  ST,404053
Audrey MOBLEY,120773,0,1,,,36363,5670 CREEKWOOD  ST,441561
Arthur FORTE,010677,0,4,70,120,28971,9576 COVENTRY  ST,761730
Russell HENNING,071082,0,4,66,137,36966,9550 RIDLEY HOWARD  STREET,440271
Bethany BEASLEY,052666,0,4,92,159,30518,4437 FELD  STREET,355008
Melany JOHN,022082,0,3,,192,31622,4248 CHURCH  STREET,493941
Bridget SPRUILL,051952,0,2,64,131,31783,7973 ARCADIA  STREET,804714
Rebecca BREEDEN,022377,0,4,68,94,33797,7943 LEYDEN  ST,889951
Braxton PENCE,062650,0,3,,204,36467,686 WOODHAVEN  STREET,322116
Andrew LOVETT,103081,0,2,60,,33712,6799 FENWAY  ST,518383
Lana SOTELO,060256,0,1,64,116,35603,7845 CHARLESTON OAKS  ST,194216
Roman STEARNS,081376,0,1,,97,21064,2449 MCCLEAN  ST,719272
Jayda MOREY,061740,0,3,57,122,20091,1716 COLLEGE  ST,702808
Destiny OCHOA,111250,0,4,50,126,20695,6376 REGAL PATH  STREET,485585
Cecilia MASTERS,080965,0,1,72,156,36973,9678 5TH  ST,452154
Taylor PACE,112470,0,2,67,130,39442,4080 GLENDALE  ST,183050
Penelope HYMAN,110581,0,4,,172,22293,2215 ASHWOOD  ST,405860
Luca BEAUCHAMP,010382,0,1,73,142,32743,7543 KATHRYN  STREET,594716
Santiago MATOS,081380,0,1,57,,33072,5635 LANDOVER  STREET,732450
Dallas LOCKHART,041784,0,2,68,138,34566,1083 BEAUMONT  ST,490139
Madisyn MURPHY,110362,0,1,,113,31941,2577 GARDEN  ST,853048
Grant MCNUTT,102147,0,3,87,,38427,8383 CALLAWAY BUILDING  STREET,667073
Katie MUNOZ,032281,0,3,48,143,39888,6432 JOHNSON  ST,654420
Aliyah VU,121364,0,1,49,120,37212,606 VILLAGE  ST,299627
Annabelle SUMMERS,010575,0,2,64,148,31435,8079 RIDLEY HOWARD  STREET,602168
Addison PARHAM,111772,0,4,57,119,37816,2252 CANDLER GROVE  STREET,225773
Alondra PALMA,123151,0,2,,133,35611,5535 GREENWOOD  STREET,489202
Paola LEVY,062778,0,3,76,201,25023,6977 ERIE  STREET,245209
Drake LOWERY,100748,0,2,,138,28299,7763 BREENS  STREET,641360
Mikayla NICHOLAS,031270,0,1,80,125,31486,7893 RIDLEY HOWARD  ST,586351
Penelope ATKINSON,030571,0,2,66,115,39594,8935 WOODFERN  ST,444185
Athena DUNHAM,061161,0,3,44,129,35177,8922 MEAD  ST,493544
Jordan ASHBY,030274,0,1,64,158,36905,5630 WOODLAWN  ST,762050
Kameron VALENZUELA,102267,0,3,78,132,35456,1925 1ST  ST,751100
Lane TIRADO,060759,0,2,73,,29140,9097 FAYETTEVILLE  STREET,136698
Abel WINDHAM,011660,0,3,59,130,22683,1192 ROCKLAND  ST,233338
Nora HUNTLEY,101460,0,2,62,140,37092,2285 SENECA  ST,280291
Emiliano LEWIS,051956,0,2,67,141,36983,5366 REGAL PATH  ST,133693
Russell NIXON,042783,0,4,64,134,33623,3446 FITZGERALD  STREET,603938
Meghan HOLTON,060658,0,2,80,132,24065,4483 LAKE  ST,419776
Lawrence FULLER,071980,0,4,78,183,38555,2587 DOGWOOD  ST,738676
Kelsey SPRINGER,050550,0,1,63,134,34307,7240 TWIN OAKS  STREET,878764
Alejandro COKER,042485,0,1,63,87,28104,2014 TANYARD CREEK  ST,575862
Grace WOODRUFF,042370,0,3,59,109,24800,2772 BREENS  ST,613474
Andres HOPE,050243,0,2,78,169,25469,8790 PINE  ST,855458
Tanner SISK,083149,0,1,67,84,30499,9147 PINECREST  STREET,690370
Teagan WINSTEAD,112673,0,4,,123,34022,7019 WALKER  ST,747983
Brady BIDDLE,082840,0,4,63,119,35326,545 CONWAY  STREET,562657
Izabella THAYER,061542,0,1,67,112,29127,1516 DEKALB INDUSTRIAL  STREET,893819
Savannah WINSLOW,063062,0,1,86,143,37541,2129 MOCKINGBIRD  ST,682327
Asia HOUSER,082384,,4,46,111,31979,2310 OLYMPIC  STREET,726843
Morgan BOLDEN,022146,0,1,59,,39467,1185 LANDOVER  ST,528904
Leilani BAUER,040176,0,4,56,112,34764,7550 LAKE  STREET,577773
Aidan GANN,071444,0,4,,141,37290,1555 BRUTON  STREET,293756
Solomon BOWLES,081058,0,3,47,118,22409,8484 THOMAS  STREET,561511
Jonathan GIVENS,120441,0,2,64,147,24854,1672 WINTER  STREET,782723
Edwin CAVANAUGH,091866,0,4,,193,23293,8734 DURAND FALLS  ST,123868
America WAKEFIELD,071367,0,4,74,,30429,8296 PLAINVIEW  STREET,650536
Miley TAPIA,051580,0,2,67,81,28362,2956 CANDLER GROVE  ST,245911
Victor ROBERTSON,051584,0,3,55,,30405,9681 OAKHURST COMMON  STREET,614653
Kyla TACKETT,071248,0,3,56,158,29165,6644 WILTON  ST,513936
Kyleigh HOOD,040549,0,4,,163,38820,6726 DAVIS  ST,620545
Kylie HAYNES,070564,0,4,94,,23805,659 DYSON  STREET,860624
Maximilian TURPIN,061861,0,4,72,119,32497,4806 ROCKLAND  ST,528873
Cameron BOYCE,092063,0,3,57,94,28478,7505 BROWER  STREET,766079
Joe MCBRIDE,021557,0,4,,140,22019,5539 MOUNT VERNON  ST,649047
Sebastian RALSTON,033064,0,4,75,,27153,1751 WILTSHIRE  STREET,480238
Jamie STRINGER,012361,0,4,,,,,316007
Julian CLAY,031956,0,1,62,120,22965,5121 LAMONT  ST,273022
Jayda QUINONES,020985,0,4,56,149,33251,6688 DALEROSE  STREET,119420
Rosa BUFFINGTON,120169,0,4,,109,23891,6110 RIMINGTON  ST,716494
Lukas MORRISON,060848,0,2,61,117,24531,732 SAMS  STREET,465067
Jadyn BURNHAM,112951,0,2,,126,23428,7114 RIDLEY  ST,167290
Chloe COVINGTON,041572,0,2,76,166,24756,2570 OAKLAND  STREET,628901
Lillie BARNEY,022859,0,3,56,147,35169,2878 RUSSELL  STREET,497042
Cody CRAIG,051885,0,4,73,144,21948,2253 BREENS  STREET,740223
Genesis HUDDLESTON,032342,0,2,55,189,38243,8368 UNDERWOOD  ST,494211
Elise ROTH,030747,0,3,63,115,34776,3931 WALKER  ST,557077
Margaret BRUNNER,041365,0,4,68,158,33458,4093 MICHIGAN  ST,538112
Savanna STODDARD,053151,0,1,53,143,31993,6341 DURAND FALLS  ST,735129
Margaret CRAIG,110876,0,4,57,86,23712,1779 UNDERWOOD  ST,624128
Skyler OMALLEY,111777,0,1,50,149,29728,4935 RIMINGTON  STREET,795720
Eli XIONG,121283,0,4,86,158,28105,273 MELROSE  ST,590380
George ROSENTHAL,123163,0,4,75,173,38993,3773 BRIDLEWOOD  STREET,381352
Jaylen KRAFT,011481,0,4,,129,38721,6685 PARKSIDE  STREET,118574
Victor AVALOS,073083,0,4,72,134,27274,3603 DOGWOOD  ST,877214
Jasmine FORTNER,061663,0,3,57,176,34072,5798 LANSDOWNE  STREET,868224
Gustavo FULLER,020469,0,3,,140,25620,2772 STERLING  STREET,125559
Itzel LARKIN,080264,0,4,55,88,24927,4721 ATLANTA  STREET,778210
Conner WESTMORELAND,092546,0,3,69,154,32148,7084 DOROTHY  STREET,793626
Kennedy WONG,080575,0,3,49,119,30582,6383 CHEWNING  STREET,164502
Lily WILHELM,021043,0,3,,143,25007,1350 KATIE KERR  ST,469400
Guillermo WEATHERS,060277,0,1,75,196,26651,5097 TWIN OAKS  ST,793618
Juan DAVISON,041157,0,2,75,151,21385,851 WINTER  ST,822071
Ashlee GRAF,042866,0,1,58,117,29159,2005 CHIEF MATTHEWS  STREET,757644
Brenna LOCKETT,040763,0,2,66,,38518,8978 RUSSELL  ST,736850
Reid BOGGS,070949,0,4,56,,33476,567 RENFROE  STREET,377929
Aubree WYLIE,110769,0,4,76,159,25122,3729 DYSON  ST,130790
Addyson WEATHERS,031376,0,4,72,122,22104,7952 LOCKWOOD  ST,841373
Nickolas DONALD,032944,0,1,,173,36705,1607 IRVIN  STREET,169045
Camden TOMLINSON,082941,0,3,,164,31861,489 LAREDO  ST,224328
Brenda RAMOS,112548,0,1,63,117,38822,7665 HIBERNIA  ST,527899
Nathanael MAXWELL,031979,0,1,,,30436,8780 EVANS  ST,497786
Tony TALLEY,060366,0,3,59,127,39004,4620 FAYETTEVILLE  ST,636003
Nadia LYMAN,072160,0,2,75,140,24027,411 GENEVA  STREET,634261
Erin HIGH,110480,0,3,71,158,20165,5082 REGENCY PATH  STREET,658720
Isabel REARDON,012848,0,3,81,173,33410,8685 DERRYDOWN  STREET,342819
Jeremy WOLFF,041370,0,4,66,144,32692,3526 FENWAY  STREET,684056
Aidan LOWE,110978,0,4,,146,22704,321 JOHNSON  STREET,589864
Avery MILNER,011074,0,1,56,111,29442,8108 BREENS  STREET,404868
Gabrielle SHAFER,112255,0,4,,104,35995,6368 MCDONOUGH  STREET,615825
Ciara CANTU,102175,0,1,46,142,24390,8390 BEAUMONT  ST,593336
Tatum STEWART,112449,0,2,66,133,31211,5349 HERTFORD  ST,379195
Lilly VALENZUELA,061673,0,2,56,151,34855,4646 CHARLESGATE  STREET,674124
Nickolas MULLER,040785,0,3,73,147,30112,2092 ASHFIELD  STREET,532173
Max PEARSON,051262,0,1,,149,30112,2055 EMERSON  ST,509045
Justin CARSON,020474,0,1,,146,31220,3049 DOUGHERTY  STREET,182545
Pablo LEON,092351,0,1,,126,30807,9450 WINNONA  ST,400073
Zachary MCMILLIAN,111343,0,4,,193,23529,504 NEW  STREET,459376
Chad MEDEIROS,050840,0,3,56,,32955,8044 PONCE DE LEON  STREET,305649
Paul JERNIGAN,032646,0,2,58,116,38452,6634 GENEVA  STREET,411929
Jose FRASER,090651,0,2,77,192,30309,2794 EASTLAND  ST,614926
Aubree SPARKS,041562,0,1,,126,28713,5356 VIVIAN  ST,697629
Kassidy CORDERO,081070,0,4,45,,28225,6395 LENORE  ST,268027
Mikayla OTTO,111861,0,1,67,,33097,7793 3RD  ST,481074
Melody PAQUETTE,111659,0,4,,128,20690,8358 SUPERIOR  STREET,154189
Mariana RAGSDALE,041269,0,1,66,,24867,2920 LUCERNE  ST,665077
Logan CHENEY,041067,0,4,77,158,20774,920 SYCAMORE RIDGE  ST,896525
Jaime SALDANA,090478,0,4,75,196,27938,1992 POPLAR LANE  STREET,479491
Daniel KOHLER,101044,0,1,44,,25965,6072 HEATHERDOWN  ST,362170
Savannah NAVA,102469,0,1,55,120,23936,4928 DAVIS  STREET,445332
Feli xWHITT,091164,0,1,65,135,31543,8408 CHIEF MATTHEWS  STREET,635272
Cindy PIERCE,092561,0,1,61,137,30099,2346 PARKWOOD  STREET,101377
Cesar WOODARD,090777,0,4,60,106,34051,1198 PATTILLO  ST,341590
Julian CARDENAS,101643,0,2,46,,28338,4155 SYCAMORE  ST,432454
Bruce CASPER,010643,0,1,78,,32986,6352 MEDLOCK  STREET,141528
Nicholas MONTGOMERY,011945,0,1,84,183,25566,8246 GREEN  STREET,429628
Alice APPLEGATE,010968,0,4,79,179,22118,159 FAIRPARK  STREET,740500
Khalil WHATLEY,091258,0,3,67,155,29550,7959 BREENS  STREET,790512
Jessie DAVIS,082758,0,2,92,174,20729,2036 WINTER  STREET,305623
Ethan NORMAN,080149,0,4,76,162,25331,2234 WINNONA  STREET,237151
Jeffery HILL,050457,0,3,76,,30401,440 ASHBURY  STREET,474717
Patricia PIPER,062664,0,3,64,,22617,9991 NORTHERN  ST,402992
Tate HOYLE,020855,0,4,,111,38912,5776 GORDON  STREET,544439
Haley WAGGONER,090346,0,2,77,167,28072,515 WILLOW  ST,844775
Graham TOVAR,070474,0,3,64,126,28446,7919 ADAMS  ST,374599
Kadence CRESPO,052950,0,1,,112,24329,8208 CHEWNING  ST,514387
Oscar VOSS,051141,0,4,,157,30224,2729 SPRING  ST,718482
Keaton WYATT,021350,0,1,66,162,34094,1163 PINE  STREET,376523
Bradley BELTRAN,040779,0,3,63,,29672,3565 HANCOCK  ST,820042
Amya MCMILLAN,080144,0,2,63,112,31264,9934 VICKERS  STREET,705522
Anastasia HILLS,110963,0,1,58,153,35626,6529 ARBOR WAY  ST,486070
Annie BOWEN,012259,0,3,54,123,26368,2248 LOCKWOOD  STREET,614845
Ryder COBURN,030547,0,4,64,145,27050,8318 ROCKLAND  STREET,482963
Jade CHRISTIAN,092444,0,3,82,126,24460,7395 MELROSE  STREET,211833
Tyler BARNEY,121045,0,4,,,20122,755 DOGWOOD  STREET,528181
Mark ASHTON,092955,0,4,75,,33175,5256 ASHBURY HEIGHTS  STREET,249436
Adeline DUARTE,011463,0,3,61,118,24781,4373 UNDERWOOD  ST,217573
Emanuel HENDRIX,042878,0,3,52,144,27235,1382 FRANKLIN  ST,694593
Yesenia YOUNGER,030354,0,1,78,182,30487,2083 HILLDALE  ST,636580
Holly JOSEPH,041875,0,3,56,98,34627,384 HILLMONT  ST,774389
Talia HIATT,083058,0,3,,150,20557,556 PATE  STREET,109645
Gage ROBINS,102652,0,4,62,120,32029,5173 MCKOY  ST,646846
Travis CARRILLO,042668,0,3,,186,27081,9197 GARDEN  STREET,135874
Emanuel GOLDBERG,021361,0,3,77,220,20476,7010 GRAYSON  STREET,695632
Kaitlyn DALY,111771,0,3,51,,36994,105 POPLAR LANE  ST,536158
Jillian DRISCOLL,092440,0,3,71,,23579,8365 DYSON  ST,583959
Mariana REAVES,122068,0,2,53,108,22273,4029 MIDWAY  ST,140046
Israel HANKINS,042382,0,2,65,119,29381,1232 RIDLEY  ST,826977
Nyla VENTURA,012051,0,2,65,132,33203,3292 MANOR  STREET,527880
Mitchell MILLIGAN,032146,0,2,62,125,27065,2894 ASHBURY HEIGHTS  STREET,196139
Heather LEVESQUE,032679,0,1,66,144,26746,2884 CANDLER  STREET,752280
Ronald MINTON,010541,0,1,61,,25672,4751 LAKE  STREET,874658
Gregory SWENSON,030748,0,4,77,139,34810,2044 VILLAGE  ST,317228
Tobias BERNAL,080943,0,1,86,193,36485,811 WOODLAND  STREET,431743
Cameron GOSSETT,051485,0,2,91,167,33328,1495 LENORE  ST,880436
Gabriel HURT,052767,0,2,55,120,37640,8119 HUNTER  STREET,500661
Enrique ELDRIDGE,100655,0,1,,,39060,8670 FOWLER  STREET,673151
Issac FOY,102544,0,4,71,147,31004,6783 SUPERIOR  ST,579246
Bridget LACKEY,120460,0,4,77,,35190,3304 RIDGELAND  ST,674882
Mercedes BRASWELL,091850,0,1,60,112,25335,4213 CRAIGIE  STREET,806600
Maddison ELROD,122672,0,2,89,122,21689,4156 MARY GAY  ST,603632
Morgan HALL,112278,0,2,,,23946,7037 BROWN  STREET,859645
Katelyn CONTRERAS,060559,0,3,75,129,27889,5146 ELECTRIC  ST,727084
Esmeralda CAMP,111857,0,4,64,150,28873,3393 LEYDEN  STREET,480515
Arianna KING,041256,0,1,,148,23121,1728 MAXWELL  ST,549885
Declan NICHOLS,121756,0,4,,146,34864,5137 VIVIAN  STREET,508431
Jameson HENDERSON,041145,0,3,61,149,25951,6328 PATTILLO  ST,800294
Weston BLOCKER,022552,0,1,,119,25913,6428 WILTON  STREET,199759
Emanuel ROSENTHAL,011685,0,4,72,,38614,8868 MONTGOMERY  ST,498499
Caden DAVID,102348,0,3,63,112,30027,9994 WINTER  STREET,156418
Edward SOLIS,122242,0,3,62,134,27674,8952 GROVEMONT  ST,868962
Javier DOVE,010444,0,3,71,116,33269,6490 MARY GAY  ST,781551
Johnny VILLARREAL,071770,0,1,64,120,34507,1977 PARK  ST,384807
Edwin CROWDER,122346,0,4,,99,21461,5243 HILL  STREET,370165
Luca CUTLER,052957,0,3,61,130,39826,6519 NEW  ST,249851
Donovan LANIER,012442,0,2,75,,39358,8185 SCOTT  ST,638989
Paul MADRID,010145,0,2,55,106,38765,4306 MONTGOMERY  ST,338544
Anya OVERTON,112374,0,1,72,,21786,4623 OAKHURST  STREET,324334
Julio LUSK,070366,0,2,,136,31847,4595 ASHBURY HEIGHTS  STREET,449972
Gianna BEGLEY,061782,0,2,77,169,29471,8501 VILLAGE WALK  STREET,852805
Jonathon PHILLIPS,011584,0,2,68,101,23224,2091 OAKVIEW  STREET,692172
Willow CLEMONS,071254,0,2,79,195,33127,1799 FAIRFIELD  STREET,339019
Cooper GUTIERREZ,121878,0,4,,127,,,394493
Dante ARCHER,122857,0,2,,128,33743,8328 WILLIAMS  ST,240466
Kadence LOVELL,031077,0,4,59,105,35247,5462 WINNONA  STREET,706825
Kelly MOSLEY,122952,0,4,74,170,35903,4699 PINEHURST  STREET,802117
Cristian TAN,030470,0,1,,114,32191,9327 KATHRYN  ST,430094
Lena WELLMAN,082078,0,4,72,137,35533,2228 WALKER  ST,659243
Moises FINCH,031874,0,3,66,146,21522,4776 EVANS  ST,757814
Clayton KAISER,082043,0,2,,,33453,6909 RIDGELAND  STREET,889450
Iris ARTHUR,050141,0,2,56,,28326,8552 WOODLAWN  ST,610110
Kelsey MULLIGAN,012953,0,4,75,158,24410,7101 GLENN  STREET,536241
Skyler ARROYO,092778,0,3,60,149,31423,4266 HIBERNIA  STREET,617159
Bryanna SHIPP,012650,0,3,,187,27097,9252 HEATHERDOWN  ST,723575
Josue SLEDGE,110649,0,1,68,142,33784,4634 EVANS  ST,279005
Erick MACON,021662,0,1,55,94,34734,2832 DOGWOOD  STREET,421247
Sara WAITE,011272,0,1,,125,38715,5262 PATTILLO  ST,309627
Eduardo HENSLEY,020546,0,2,,156,37010,1826 DEKALB COUNTY COURTHOUSE  ST,114921
Marc COCHRAN,070382,0,1,72,100,35401,8516 NORTHERN  ST,250549
Preston PELLETIER,121167,0,2,68,147,32750,8661 MICHIGAN  STREET,872300
Andy PULLIAM,102549,0,1,80,145,33028,4592 MEDLOCK  STREET,761866
Morgan GERMAN,042056,0,3,65,130,38317,8157 JACKSON  ST,787113
Scarlett SOSA,041648,0,4,62,143,20000,3612 ATLANTA  ST,323162
Graham DUGGAN,021940,0,4,60,158,23180,7093 RIMINGTON  ST,535258
Liam POLK,020270,0,4,57,129,36152,3740 HEATHERDOWN  STREET,741839
Abbigail RUCKER,061355,0,3,66,141,27760,6563 CHAMPLAIN  STREET,614262
Jonas ROY,040878,0,1,70,133,23374,1760 BRIDLEWOOD  STREET,158986
Jayden ROCK,070276,0,2,72,172,24544,5109 DEKALB INDUSTRIAL  STREET,755834
Andrew GANNON,081969,0,2,64,129,30197,1505 PINE  ST,613949
Faith MCKINNEY,052762,0,2,79,157,20756,5866 COMMERCE  ST,808722
Jaden THACKER,040743,0,4,68,139,22148,7510 FELD  ST,654640
Robert CRAVEN,072455,0,4,,126,29478,4953 CALLAWAY BUILDING  STREET,179423
Tate PHAM,083082,0,4,72,143,20222,3518 PINETREE  STREET,300410
Jaxson LEMIEUX,071078,0,4,68,170,27897,8677 KINGS  ST,215510
Georgia BRADLEY,081482,0,2,66,149,32503,6576 JOHNSON  STREET,650942
Josie JACKSON,122567,0,2,76,,33344,7421 RIDGELAND  STREET,162245
Nina GORE,061049,0,3,79,150,26804,3760 TANYARD CREEK  STREET,655469
Cade SCHAEFER,090680,0,3,,103,21654,302 KNOB HILLS  STREET,333507
Luca MCALLISTER,112972,0,1,90,,29027,5939 CANDLER POINTE  STREET,257718
Elijah SISK,050963,0,1,,101,36024,5209 GROVEMONT  ST,818844
Desiree YANG,051153,0,4,69,157,30659,2849 LAKE  ST,430988
Michaela POULIN,091070,,1,66,127,36493,9481 GLENLAKE COMMONS  STREET,778830
Everett LOPES,061153,0,4,77,129,24340,9183 DEVONSHIRE  STREET,576948
Mya PARKS,122676,0,2,74,143,24612,6488 FAIRPARK  STREET,432829
Israel HORNER,031668,0,2,74,135,27702,7560 HORIERIC  STREET,871120
Miracle MEDRANO,082479,0,3,88,,23448,4299 MCKINNON  ST,325908
Brooke CULPEPPER,020182,0,1,61,204,24851,7707 PLAINVIEW  ST,424049
Colten STATON,122470,0,2,,154,27680,427 CANDLER OAKS  ST,466249
Griffin PLATT,030561,0,2,76,153,33569,9879 ROBIN  STREET,467260
Maximilian TURPIN,111664,0,2,72,158,31477,3200 FAIRFIELD  STREET,603464
Savanna TRAMMELL,122949,0,1,67,150,30424,5614 ASHBURY  STREET,735700
Roman TAN,081260,0,3,,,37958,9729 GRAYSON  STREET,525220
Ryan DENNIS,112481,0,2,56,119,22490,1657 REGAL PATH  STREET,200189
Abril ROCK,030148,0,1,57,154,34453,7285 MARY GAY  ST,248553
