firsrt_name,last_name,DOB,sex,race,height,weight,ZIP,street,defect_code
Deandre,HITCHCOCK,01051980,0,4,66,104,29664,8522 MCDONOUGH  STREET,415,
Cole,HALE,03311942,0,3,63,140,36264,7637 MCKINNON  STREET,219,
Sage,DUNCAN,07091957,0,3,,111,32599,8084 CHIEF MATTHEWS  STREET,399,
Trey,LEDFORD,01161974,0,3,57,91,28662,1501 FERNDALE  ST,316,
Ariel,GARZA,10141950,0,3,75,118,31664,7632 POPLAR  ST,354,
Kade,CRABTREE,,0,3,68,155,24879,9376 KATIE KERR  ST,109,
Nyla,FUNK,06071954,0,3,55,,27395,8175 CANDLER OAKS  STREET,496,
Laila,TYLER,12211941,0,4,66,117,25822,8245 PATTILLO  STREET,156,
Marc,HARMS,07061951,0,2,,,31687,2145 MOUNT VERNON  ST,324,
Sasha,OCHOA,09121970,0,3,77,169,21099,696 GENEVA  STREET,473,
Jordan,DOLAN,03131984,0,2,68,145,22592,1105 CREEKWOOD  ST,439,
Landyn,GARRETT,02161961,0,1,70,105,29666,9630 MCDONOUGH  ST,177,
Gerardo,MALONEY,10121980,0,1,59,108,38762,7233 ASHWOOD  ST,300,
Jamari,STOVER,03161973,0,1,64,123,28933,7761 FORREST  STREET,480,
Carly,CHAVEZ,11271976,0,2,65,152,24803,9057 CHAMPLAIN  ST,376,
Nayeli,LANKFORD,11291971,0,3,74,172,23133,1985 WILTON  ST,433,
Danielle,CONROY,12011962,0,2,76,151,33491,3648 SYCAMORE RIDGE  STREET,462,
Lukas,GUILLORY,03201978,0,1,55,,35808,2651 SHADOWMOOR  STREET,174,
Jonah,SANTOS,01161948,0,3,78,168,32609,4128 VILLAGE  STREET,100,
Anastasia,KIRKLAND,09011975,0,3,75,174,31255,6017 JOHNSON  ST,362,
Alondra,COOPER,06131965,0,4,69,148,23558,4318 DEKALB INDUSTRIAL  ST,225,
Michaela,ACOSTA,03261942,0,1,79,177,36429,7327 RIMINGTON  ST,212,
Cheyenne,WONG,07041966,0,1,56,111,35125,9126 CRAIGIE  ST,179,
Michael,BAGWELL,10131979,0,1,57,127,26585,9085 NORRIS  ST,346,
Landyn,GIFFORD,01051972,0,2,,107,32891,8120 ASHFIELD  STREET,479,
Marc,LUTHER,08241957,0,3,72,146,38444,9181 MCDONOUGH  ST,242,
Madyson,TREJO,02071984,,1,63,126,39086,4476 ATLANTA  ST,405,
Micah,RIVAS,03051964,0,3,79,165,37038,1648 HILLMONT  ST,177,
Anderson,FUENTES,12071953,0,4,,171,21202,2291 JEFFERSON SQUARE  ST,144,
Ryan,RENTERIA,10201961,0,4,,,33254,4744 GROVE  STREET,450,
Jalen,STOKES,03241959,0,3,,195,22338,3791 CHARTER  STREET,187,
Martin,WAHL,04261947,0,4,63,136,20418,4337 RIDLEY HOWARD  ST,204,
Jace,MCCRAY,01021982,0,1,64,127,28514,3645 FAYETTEVILLE  STREET,181,
Paige,LITTLEJOHN,09211972,0,3,60,114,27105,5827 TRINITY  STREET,176,
Cohen,LANCASTER,09201953,0,2,60,120,26377,2488 CHARTER  STREET,302,
Dakota,MARSH,06211977,0,3,,116,22172,6642 MICHIGAN  STREET,252,
Jessie,LAW,03161962,0,2,78,168,33131,324 TWIN OAKS  ST,236,
Valerie,BUFFINGTON,07191951,0,3,59,116,37037,7410 MERRILL  STREET,117,
Ali,GILBERT,01081968,0,4,71,129,39878,7298 OAKHURST  STREET,394,
Jorge,MAXWELL,09111981,0,1,65,141,28423,4559 DEKALB COUNTY COURTHOUSE  STREET,353,
Malachi,NORRIS,11301949,0,2,61,,28016,2047 POPLAR LANE  ST,151,
Johanna,GARRISON,09281948,0,4,73,127,30156,3123 WOODLAND  STREET,283,
Kira,BERNAL,01021958,0,1,67,133,25127,8245 ROCKLAND  ST,394,
Jordan,IRIZARRY,03081956,0,3,,160,32317,8812 COVENTRY  STREET,445,
Lilly,CLAY,12251984,0,4,76,172,26551,7640 ASHBURY  ST,424,
Moses,MONROE,07071951,0,3,,99,24413,4330 FORREST  STREET,274,
Anna,TOBIAS,03061962,0,1,78,139,21639,7168 PENSDALE  ST,263,
Anya,HARRELL,02201941,0,2,64,,20858,7111 EVANS  STREET,186,
Lindsay,MCINTYRE,10171950,0,1,60,119,20957,2952 MCKOY  STREET,184,
Victoria,LYON,03101968,0,3,58,108,37962,6023 CHELSEA  ST,198,
Colten,DEJESUS,09151948,0,2,66,145,28402,5332 WALKER  STREET,479,
Wendy,ARTIS,11221969,0,1,57,128,20387,6727 PEAVINE CREEK  ST,182,
Mitchell,DONALDSON,02251944,0,1,72,,27638,589 CHARLESTON OAKS  STREET,313,
Eden,VILLA,08291974,0,2,,101,37668,8058 WINTER  STREET,127,
Caleb,HARDIN,01201961,0,3,77,154,37125,2520 CONWAY  STREET,221,
Aiden,HURTADO,03241980,0,1,,140,37937,8234 LENORE  ST,373,
Walker,WHITT,05191951,0,2,,156,39343,6654 CAMBRIDGE  STREET,150,
Cooper,PACE,05171970,0,3,76,173,35624,4612 HAMPSHIRE  ST,209,
Kendra,VIDAL,04111964,0,3,58,119,35457,9515 PARKSIDE  STREET,248,
Madeline,NAVARRO,08311970,0,3,57,85,25209,6012 VILLA  STREET,347,
Mauricio,SAYLOR,01161951,0,4,59,99,21881,3081 CONWAY  ST,424,
Robert,HARDING,08101952,0,1,73,125,28734,2115 RIDGELAND  STREET,390,
Marvin,RANGEL,05021972,0,1,55,96,21227,8127 ERIE  STREET,221,
Landon,POOLE,06251967,0,2,74,,35149,9877 MADISON  STREET,201,
Kyler,LIGHT,09071948,0,2,66,117,20302,2791 MCCLEAN  ST,225,
Matthew,SOSA,04161953,0,1,67,,22476,5402 NEW  ST,203,
Kyra,BOND,01161958,0,2,,150,36039,508 INMAN  ST,212,
Rihanna,SLATER,09231944,0,3,,164,27120,9919 WOODLAWN  ST,391,
Izaiah,PARRISH,02281963,0,2,55,134,20079,6247 GREEN  STREET,100,
Brady,BAKER,11161951,0,3,56,104,38604,1884 FAYETTEVILLE  ST,115,
Miriam,ALVAREZ,01071961,0,2,,107,36904,2575 FAIRFIELD  STREET,348,
Ruben,SCHNEIDER,05181961,0,2,66,,32123,2769 FREEMAN  STREET,162,
Amelia,POLANCO,10101973,0,1,68,131,26850,3406 CHESTER  STREET,148,
Perla,JUNG,07161977,0,3,60,125,35854,7290 FAIRFIELD  STREET,381,
Darren,HAMBY,05111965,0,1,,135,37403,3371 ADAMS  ST,392,
Payton,KILLIAN,01131971,0,2,76,179,28573,2561 PONCE DE LEON  ST,312,
Lizbeth,PAUL,01191984,0,2,,98,29142,3967 HAROLD BYRD  ST,251,
Mason,EGAN,07131984,0,3,61,143,30587,765 KINGS  ST,396,
Alberto,BOYD,04201947,0,3,,128,27953,1332 COTTONWOOD  ST,379,
Mercedes,LASSITER,06061948,0,4,64,,25714,385 PENSDALE  ST,322,
Bennett,NOE,11281961,0,4,74,160,33080,6215 POPE  STREET,450,
Billy,WALL,08071962,0,3,78,165,22848,1886 DEARBORN  STREET,163,
Nina,DUFF,09291975,0,2,,123,25771,1747 WILTON  ST,237,
Janiya,TROUTMAN,01211963,0,3,55,,39812,6351 MEAD  ST,310,
Crystal,HOLMAN,07051982,0,4,67,142,33200,6909 GREEN  STREET,364,
Nickolas,GLOVER,04301949,0,4,60,85,22963,804 CHURCH  ST,378,
Francesca,RUNYON,05081956,0,1,64,132,39889,7427 WALKER  STREET,253,
Armando,DORAN,01251979,0,3,62,132,33743,4161 FAIRFIELD  STREET,191,
Colton,LOVE,10201944,0,4,71,133,39498,8692 KATIE KERR  ST,260,
Jorge,SMALL,06151941,0,2,70,,25076,9201 BRIDLEWOOD  STREET,398,
Amya,RHOADES,11201943,0,3,72,153,29581,2114 OAKHURST COMMON  ST,326,
Alicia,MATOS,11131948,0,4,71,137,37983,4157 JEFFERSON SQUARE  ST,107,
Nathaniel,HIGH,11281981,0,1,60,,37834,8577 WILBURN  STREET,183,
Steven,JACOBSEN,01051961,0,4,68,,33885,1701 TRINITY  STREET,138,
Mercedes,BURK,03201984,0,3,60,150,28903,3563 POPE  STREET,382,
Wesley,NORWOOD,09161983,0,2,,128,20818,9746 2ND  STREET,218,
Chad,HUGHES,07201949,0,4,66,,28629,8056 WHEATFIELDS  ST,457,
Jonathon,BRANTLEY,01281973,0,2,64,115,31750,2603 GLENLAKE COMMONS  ST,195,
Mary,WARE,06191957,0,2,,143,39539,8641 ROYAL PATH  STREET,330,
Bradley,MILLARD,05111956,0,3,72,125,24318,9387 GREEN  STREET,477,
Shannon,KNOWLES,11051942,0,3,65,129,30320,706 CHEWNING  ST,444,
Emma,BARRY,01171970,0,1,76,159,32432,3330 EASTLAND  STREET,140,
Gary,BECKER,01111970,0,4,68,145,34193,8145 MADISON  ST,241,
Bryant,BROWNE,06251967,0,4,,161,30717,1888 RUPERT  STREET,398,
Stella,SELBY,10291975,0,2,71,149,32746,8715 MIMOSA  ST,279,
Braeden,ROBISON,07141950,0,3,76,171,21366,4142 DEVONSHIRE  STREET,381,
Perla,TIRADO,01091973,0,1,78,175,20689,1163 ADAMS  STREET,369,
Fernando,TOLLIVER,03261955,0,3,77,,35220,4569 MICHIGAN  STREET,462,
Jerry,MACK,09051955,0,4,,151,25453,1016 ARCADIA  ST,374,
Phillip,GRIGGS,03061957,0,4,69,124,39913,1088 CHEWNING  STREET,332,
Naomi,GLEASON,09171980,0,3,59,132,20116,6930 HILLYER  ST,222,
Trenton,DARLING,07091952,0,2,78,,39950,5305 DEVONSHIRE  ST,158,
Natalie,ROBERTSON,03151950,0,2,71,,28417,9880 PARK  ST,372,
Levi,DEVORE,01011978,0,4,74,158,30009,1589 BRUTON  ST,471,
Ezekiel,ROMANO,03281954,0,1,,164,36601,5291 DAVIS  STREET,456,
Kaiden,WILLINGHAM,01291942,0,2,57,,28333,7729 VIVIAN  ST,386,
Francesca,RIGGINS,05061955,0,2,75,142,32069,6554 SUPERIOR  ST,499,
Payton,HO,11261952,0,1,64,150,28517,2618 JEFFERSON SQUARE  STREET,260,
Bryanna,PHAM,02251951,0,1,,136,20575,6543 MIMOSA  ST,160,
Luke,ASHCRAFT,12261940,0,4,67,130,25048,1615 ASHWOOD  ST,493,
Viviana,LITTLEJOHN,05111953,0,2,76,137,35119,3805 JACKSON  STREET,486,
Natalia,MCADAMS,10071963,0,1,72,160,31162,6175 3RD  STREET,158,
Kaylie,FORTUNE,01091969,0,1,70,148,20488,7746 FORREST  ST,315,
Anastasia,NEWBERRY,10311968,0,3,69,,21733,3792 HAROLD BYRD  STREET,172,
Lincoln,KEENAN,06161956,0,2,63,,33290,5093 GROVEMONT  STREET,326,
Mercedes,WICKER,05171974,0,3,56,,38923,6653 COTTONWOOD  ST,248,
Aubrey,MANLEY,09201947,0,3,60,159,25068,6701 ASHBURY  STREET,277,
Mark,RAINS,09151980,0,2,71,140,20325,1609 ADAIR  ST,330,
Jillian,MCCLELLAND,04041949,0,3,,147,30177,6727 POPE  ST,326,
Tiffany,SEAMAN,10291966,0,1,66,,20144,2448 OAKVIEW  STREET,227,
Miley,CORTES,07051940,0,3,67,116,25168,7543 ASHWOOD  STREET,262,
Mario,CLEVENGER,04151950,0,3,74,153,,,193,
Jonathan,BENNETT,07231957,0,1,59,,32964,1402 PATE  STREET,417,
Melanie,SIMONS,12101954,0,3,77,,35369,5998 DAVIS  ST,179,
Claire,WYLIE,08311980,0,1,66,,24216,4607 OAKLAND  STREET,238,
Skye,RODGERS,02041952,0,2,68,136,36199,7122 JEFFERSON SQUARE  STREET,344,
Yesenia,WYNN,03211971,0,4,71,159,21521,3116 WOODVIEW  ST,312,
Lily,BEAVER,08071978,0,4,73,,33439,4190 WINN  STREET,263,
Manuel,VALENTINE,04301949,0,4,73,,38830,5625 GORDON  STREET,346,
Josie,SHELBY,10121980,0,1,59,120,35544,8701 HURON  STREET,417,
Izabella,DOBSON,08021974,0,2,58,,37359,741 ROYAL  ST,473,
Audrey,MOBLEY,12071973,0,1,77,153,36363,5670 CREEKWOOD  ST,482,
Arthur,FORTE,01061977,0,4,,100,27499,4459 BREENS  ST,216,
Russell,HENNING,07101982,0,4,66,137,36966,9550 RIDLEY HOWARD  STREET,246,
Bethany,BEASLEY,05261966,0,4,78,190,30518,4437 FELD  STREET,329,
Melany,JOHN,02201982,0,3,72,,31622,4248 CHURCH  STREET,373,
Bridget,SPRUILL,05131962,0,2,64,131,31783,7973 ARCADIA  STREET,148,
Rebecca,BREEDEN,02231977,0,4,,89,33797,7943 LEYDEN  ST,312,
Braxton,PENCE,06261950,0,3,77,,36467,686 WOODHAVEN  STREET,121,
Andrew,LOVETT,10301981,0,2,59,117,32141,4544 KNOB HILLS  ST,259,
Lana,SOTELO,06021956,0,1,64,126,31301,9044 CHARLESGATE  STREET,203,
Roman,STEARNS,08131976,0,1,56,97,21064,2449 MCCLEAN  ST,126,
Jayda,MOREY,06171940,0,3,57,99,20091,1716 COLLEGE  ST,416,
Destiny,OCHOA,11121950,0,4,56,94,20695,6376 REGAL PATH  STREET,343,
Cecilia,MASTERS,08091965,0,1,72,,39017,2664 LOCKWOOD  ST,481,
Taylor,PACE,11241970,0,2,67,104,39442,4080 GLENDALE  ST,124,
Penelope,HYMAN,11051981,0,4,77,183,28168,6179 THOMAS  ST,428,
Luca,BEAUCHAMP,01031982,0,1,73,170,23391,4487 VIVIAN  ST,412,
Santiago,MATOS,08131980,0,1,,141,33072,5635 LANDOVER  STREET,396,
Dallas,LOCKHART,04171984,0,2,68,,34566,1083 BEAUMONT  ST,367,
Madisyn,MURPHY,11031962,0,1,58,113,31941,2577 GARDEN  ST,245,
Grant,MCNUTT,10211947,0,3,73,150,38427,8383 CALLAWAY BUILDING  STREET,402,
Katie,MUNOZ,03221981,0,3,61,121,39888,6432 JOHNSON  ST,427,
Aliyah,VU,12131964,0,1,58,120,26919,5936 LANDOVER  STREET,448,
Annabelle,SUMMERS,01051975,0,2,68,181,31435,8079 RIDLEY HOWARD  STREET,209,
Addison,PARHAM,11171972,0,4,,142,21466,2186 UPLAND  ST,209,
Alondra,PALMA,12311951,,2,62,132,21684,4269 HILLYER  ST,149,
Paola,LEVY,06271978,0,3,76,134,25023,6977 ERIE  STREET,454,
Drake,LOWERY,10071948,0,2,66,162,28299,7763 BREENS  STREET,172,
Mikayla,NICHOLAS,03121970,0,1,67,122,31486,7893 RIDLEY HOWARD  ST,316,
Penelope,ATKINSON,03051971,0,2,66,152,39594,8935 WOODFERN  ST,105,
Athena,DUNHAM,06111961,0,3,,,30734,1213 WHEATFIELDS  ST,496,
Jordan,ASHBY,03021974,0,1,,160,23993,6345 ROCKLAND  ST,156,
Kameron,VALENZUELA,10221967,0,3,,158,35456,1925 1ST  ST,252,
Lane,TIRADO,06071959,0,2,73,160,29140,9097 FAYETTEVILLE  STREET,220,
Abel,WINDHAM,01161960,0,3,59,147,22683,1192 ROCKLAND  ST,334,
Nora,HUNTLEY,10141960,0,2,62,93,35448,398 3RD  STREET,221,
Emiliano,LEWIS,05191956,0,2,67,159,36983,5366 REGAL PATH  ST,167,
Russell,NIXON,04271983,0,4,63,145,33623,3446 FITZGERALD  STREET,393,
Meghan,HOLTON,06061958,0,2,67,132,24065,4483 LAKE  ST,190,
Lawrence,FULLER,07191980,0,4,77,175,38555,2587 DOGWOOD  ST,354,
Kelsey,SPRINGER,05051950,0,1,63,131,34307,7240 TWIN OAKS  STREET,335,
Alejandro,COKER,04241985,0,1,56,109,36980,8415 HAROLD BYRD  STREET,454,
Grace,WOODRUFF,04231970,0,3,59,,24800,2772 BREENS  ST,284,
Andres,HOPE,05021943,0,2,78,195,25469,8790 PINE  ST,483,
Tanner,SISK,08311949,0,1,56,84,35664,6471 AVERY  ST,420,
Teagan,WINSTEAD,11261973,0,4,55,109,34022,7019 WALKER  ST,374,
Brady,BIDDLE,08281940,0,4,63,112,28219,2868 FAYETTEVILLE  ST,145,
Izabella,THAYER,06151942,0,1,67,140,29127,1516 DEKALB INDUSTRIAL  STREET,323,
Savannah,WINSLOW,06301962,0,1,72,158,37541,2129 MOCKINGBIRD  ST,176,
Asia,HOUSER,08231984,0,4,58,106,31979,2310 OLYMPIC  STREET,120,
Morgan,BOLDEN,02211946,0,1,59,,27430,5948 DEVONSHIRE  ST,118,
Leilani,BAUER,04011976,0,4,,,34764,7550 LAKE  STREET,209,
Aidan,GANN,07141944,0,4,69,123,24597,8346 BRIDLEWOOD  STREET,263,
Solomon,BOWLES,08101958,0,3,,127,22409,8484 THOMAS  STREET,340,
Jonathan,GIVENS,12041941,0,2,64,152,24854,1672 WINTER  STREET,345,
Edwin,CAVANAUGH,09181966,0,4,,,31207,9455 WOODBURY  STREET,423,
America,WAKEFIELD,07131967,0,4,74,154,30429,8296 PLAINVIEW  STREET,488,
Miley,TAPIA,05151980,0,2,56,86,28362,2956 CANDLER GROVE  ST,356,
Victor,ROBERTSON,05151984,0,3,55,112,30405,9681 OAKHURST COMMON  STREET,423,
Kyla,TACKETT,07121948,0,3,70,158,36157,6520 GARDEN  ST,473,
Kyleigh,HOOD,04051949,0,4,,,38820,6726 DAVIS  ST,371,
Kylie,HAYNES,07051964,0,4,79,132,38765,7064 TRINITY  STREET,217,
Maximilian,TURPIN,06181961,0,4,72,149,20200,7791 DOUGHERTY  STREET,390,
Cameron,BOYCE,09201963,0,3,57,,28478,7505 BROWER  STREET,235,
Joe,MCBRIDE,02151957,0,4,71,118,22019,5539 MOUNT VERNON  ST,453,
Sebastian,RALSTON,03301964,0,4,75,159,27153,1751 WILTSHIRE  STREET,460,
Jamie,STRINGER,01231961,0,4,,112,,,129,
Julian,CLAY,03191956,0,1,62,97,25817,9570 HIBERNIA  ST,393,
Jayda,QUINONES,02091985,0,4,66,,33251,6688 DALEROSE  STREET,179,
Rosa,BUFFINGTON,12011969,0,4,63,122,,,388,
Lukas,MORRISON,06081948,0,2,61,113,24531,732 SAMS  STREET,421,
Jadyn,BURNHAM,11291951,0,2,66,126,20268,3560 HILL  STREET,408,
Chloe,COVINGTON,04151972,0,2,76,192,24756,2570 OAKLAND  STREET,215,
Lillie,BARNEY,02281959,0,3,67,,34756,5198 ADAIR  ST,457,
Cody,CRAIG,05181985,0,4,73,,35508,4246 FOWLER  STREET,418,
Genesis,HUDDLESTON,03231942,0,2,67,158,38243,8368 UNDERWOOD  ST,370,
Elise,ROTH,03071947,0,3,60,115,34776,3931 WALKER  ST,220,
Margaret,BRUNNER,04131965,0,4,68,158,33458,4093 MICHIGAN  ST,316,
Savanna,STODDARD,05311951,0,,66,175,34542,3388 GLENN  STREET,414,
Margaret,CRAIG,11081976,0,4,57,129,23712,1779 UNDERWOOD  ST,379,
Skyler,OMALLEY,11171977,0,1,63,178,20338,6474 BROWER  STREET,145,
Eli,XIONG,12121983,0,4,72,135,26962,1497 LAREDO  ST,196,
George,ROSENTHAL,12311963,0,4,75,138,21421,3794 JACKSON  STREET,457,
Jaylen,KRAFT,01141981,0,4,,119,38721,6685 PARKSIDE  STREET,149,
Victor,AVALOS,07301983,0,4,,129,21544,5692 WILLIAMS  STREET,433,
Jasmine,FORTNER,06161963,0,3,67,159,34072,5798 LANSDOWNE  STREET,330,
Gustavo,FULLER,02041969,0,3,,130,25620,2772 STERLING  STREET,319,
Itzel,LARKIN,08021964,0,4,,102,24927,4721 ATLANTA  STREET,434,
Conner,WESTMORELAND,09251946,0,3,69,147,36830,3547 MOUNTAIN VIEW  ST,321,
Kennedy,WONG,08051975,0,3,62,,30582,6383 CHEWNING  STREET,326,
Lily,WILHELM,02101943,0,3,77,156,25007,1350 KATIE KERR  ST,226,
Guillermo,WEATHERS,06021977,0,1,,164,26651,5097 TWIN OAKS  ST,129,
Juan,DAVISON,04111957,0,2,75,151,21385,851 WINTER  ST,327,
Ashlee,GRAF,04281966,0,1,59,140,29159,2005 CHIEF MATTHEWS  STREET,178,
Brenna,LOCKETT,04071963,0,2,66,120,38518,8978 RUSSELL  ST,379,
Reid,BOGGS,07091949,0,4,66,157,29804,6557 GLENLAKE COMMONS  STREET,303,
Aubree,WYLIE,11071969,0,4,,157,36932,6244 GROVEMONT  ST,138,
Addyson,WEATHERS,03131976,0,4,60,134,22104,7952 LOCKWOOD  ST,106,
Nickolas,DONALD,03291944,0,1,77,158,29205,8262 WEEKS  STREET,102,
Camden,TOMLINSON,08291941,0,3,74,,29129,5259 MIMOSA  ST,485,
Brenda,RAMOS,11251948,0,1,,105,38822,7665 HIBERNIA  ST,452,
Nathanael,MAXWELL,03191979,0,1,63,,30436,8780 EVANS  ST,223,
Tony,TALLEY,06031966,0,3,59,101,39004,4620 FAYETTEVILLE  ST,430,
Nadia,LYMAN,07211960,0,2,68,140,33726,1811 HIGH GATE  ST,185,
Erin,HIGH,11041980,0,3,71,147,20165,5082 REGENCY PATH  STREET,209,
Isabel,REARDON,01281948,0,3,,173,29911,450 COVENTRY  ST,380,
Jeremy,WOLFF,04131970,0,4,,,39599,9989 WOODLAND  ST,262,
Aidan,LOWE,11091978,0,4,69,110,22704,321 JOHNSON  STREET,184,
Avery,MILNER,01101974,0,1,,94,33244,8542 OAKHURST COMMON  ST,194,
Gabrielle,SHAFER,11221955,0,4,65,135,35995,6368 MCDONOUGH  STREET,167,
Ciara,CANTU,10211975,0,1,56,100,37795,9755 EASTLAND  STREET,201,
Tatum,STEWART,11241949,0,2,,167,31211,5349 HERTFORD  ST,357,
Lilly,VALENZUELA,06161973,0,2,70,,35506,745 CAMBRIDGE  ST,349,
Nickolas,MULLER,04071985,0,3,,,20605,3580 DOGWOOD  STREET,453,
Max,PEARSON,05121962,0,1,76,133,30112,2055 EMERSON  ST,285,
Justin,CARSON,02041974,0,1,76,146,31220,3049 DOUGHERTY  STREET,294,
Pablo,LEON,09231951,0,1,58,135,30807,9450 WINNONA  ST,278,
Zachary,MCMILLIAN,11131943,0,4,,179,23529,504 NEW  STREET,232,
Chad,MEDEIROS,05081940,0,3,56,104,32955,8044 PONCE DE LEON  STREET,115,
Paul,JERNIGAN,03261946,0,2,,97,31949,1464 EMERSON  STREET,318,
Jose,FRASER,09061951,0,2,77,167,30309,2794 EASTLAND  ST,478,
Aubree,SPARKS,04151962,0,1,66,126,28713,5356 VIVIAN  ST,129,
Kassidy,CORDERO,08101970,0,4,57,101,30092,2382 SCOTT  ST,113,
Mikayla,OTTO,11181961,0,1,67,,33097,7793 3RD  ST,271,
Melody,PAQUETTE,11161959,0,4,57,134,26928,994 KATHRYN  STREET,284,
Mariana,RAGSDALE,04121969,0,1,,162,21502,9845 PINE  STREET,107,
Logan,CHENEY,04101967,0,4,77,126,20774,920 SYCAMORE RIDGE  ST,123,
Jaime,SALDANA,09041978,0,4,75,161,26443,5398 COLUMBIA  STREET,455,
Daniel,KOHLER,10101944,0,1,55,112,28984,5795 CLAIRMONT  STREET,105,
Savannah,NAVA,10241969,0,1,55,116,23936,4928 DAVIS  STREET,342,
Felix,WHITT,09111964,0,1,65,126,31543,8408 CHIEF MATTHEWS  STREET,335,
Cindy,PIERCE,09251961,0,1,71,147,22166,7374 MEAD  ST,126,
Cesar,WOODARD,09071977,0,4,60,,34051,1198 PATTILLO  ST,131,
Julian,CARDENAS,10161943,0,2,,113,20148,6726 OLD DECATUR  ST,486,
Bruce,CASPER,01061943,0,1,65,127,32986,6352 MEDLOCK  STREET,214,
Nicholas,MONTGOMERY,01191945,0,1,,156,25566,8246 GREEN  STREET,179,
Alice,APPLEGATE,01091968,0,4,79,156,22118,159 FAIRPARK  STREET,208,
Khalil,WHATLEY,09121958,0,3,74,171,34367,1415 NORRIS  STREET,321,
Jessie,DAVIS,08271958,0,2,77,163,21882,274 FAIRPARK  ST,299,
Ethan,NORMAN,08011949,0,4,,170,33308,8668 POWELL  STREET,133,
Jeffery,HILL,05041957,0,3,,142,34378,9186 DERRYDOWN  STREET,439,
Patricia,PIPER,06261964,0,3,64,136,34086,7366 ATLANTA  ST,333,
Tate,HOYLE,02081955,0,4,59,123,38221,9875 DURAND FALLS  ST,281,
Haley,WAGGONER,09031946,0,2,77,167,39763,8730 PARKSIDE  ST,320,
Graham,TOVAR,07041974,0,3,64,111,28446,7919 ADAMS  ST,443,
Kadence,CRESPO,05231950,0,1,61,112,38223,672 GARDEN  ST,302,
Oscar,VOSS,05111941,0,4,76,,33766,5717 GLENLAKE COMMONS  STREET,449,
Keaton,WYATT,02131950,0,1,68,148,39880,853 PENSDALE  ST,273,
Bradley,BELTRAN,04071979,0,3,79,181,35387,4006 BRUTON  STREET,275,
Amya,MCMILLAN,08011944,0,2,60,91,31264,9934 VICKERS  STREET,433,
Anastasia,HILLS,11091963,0,1,70,145,35626,6529 ARBOR WAY  ST,314,
Annie,BOWEN,01221959,0,3,64,133,26368,2248 LOCKWOOD  STREET,173,
Ryder,COBURN,03051947,0,4,64,145,27050,8318 ROCKLAND  STREET,115,
Jade,CHRISTIAN,09241944,0,3,72,160,24460,7395 MELROSE  STREET,166,
Tyler,BARNEY,12101945,0,4,77,202,20122,755 DOGWOOD  STREET,140,
Mark,ASHTON,09291956,0,4,76,172,33175,5256 ASHBURY HEIGHTS  STREET,451,
Adeline,DUARTE,01141963,0,3,56,118,24781,4373 UNDERWOOD  ST,122,
Emanuel,HENDRIX,04281978,0,3,65,,27235,1382 FRANKLIN  ST,289,
Yesenia,YOUNGER,03031954,0,1,78,182,30487,2083 HILLDALE  ST,168,
Holly,JOSEPH,04181975,0,3,56,110,39040,6292 GLENN  STREET,279,
Talia,HIATT,08301958,0,3,65,142,20557,556 PATE  STREET,151,
Gage,ROBINS,10261952,0,4,62,120,26384,6789 ROCKLAND  ST,124,
Travis,CARRILLO,04261968,0,3,72,186,33530,9768 MOCKINGBIRD  STREET,101,
Emanuel,GOLDBERG,02131961,0,3,,184,20476,7010 GRAYSON  STREET,372,
Kaitlyn,DALY,11171971,0,3,59,125,36994,105 POPLAR LANE  ST,107,
Jillian,DRISCOLL,09241940,0,3,65,124,23579,8365 DYSON  ST,174,
Mariana,REAVES,12201968,0,2,56,95,22273,4029 MIDWAY  ST,336,
Israel,HANKINS,04231982,0,2,,128,37964,6233 PINEVIEW  STREET,472,
Nyla,VENTURA,01201951,0,2,78,166,33203,3292 MANOR  STREET,337,
Mitchell,MILLIGAN,03211946,0,2,62,125,27065,2894 ASHBURY HEIGHTS  STREET,118,
Heather,LEVESQUE,03261979,0,1,66,144,32734,1488 JOHNSON  STREET,275,
Ronald,MINTON,01051941,0,1,61,116,30791,5077 FAIRPARK  STREET,478,
Gregory,SWENSON,03071948,0,4,,174,29908,2311 DEVONSHIRE  ST,196,
Tobias,BERNAL,08091943,0,1,79,167,21894,8966 CANDLER OAKS  STREET,419,
Cameron,GOSSETT,06141985,0,2,76,167,33328,1495 LENORE  ST,354,
Gabriel,HURT,05271967,0,2,55,120,21647,8293 ELECTRIC  STREET,392,
Enrique,ELDRIDGE,10061955,0,1,72,162,24969,7301 CANDLER OAKS  STREET,493,
Issac,FOY,10251944,0,4,72,154,23150,4985 PARK  ST,217,
Bridget,LACKEY,12041960,0,4,77,164,35190,3304 RIDGELAND  ST,129,
Mercedes,BRASWELL,09181950,0,1,57,89,36808,5664 JACKSON  STREET,446,
Maddison,ELROD,12261972,0,2,75,183,,,197,
Morgan,HALL,11221978,0,2,69,,28612,3457 OLYMPIC  ST,300,
Katelyn,CONTRERAS,06051959,0,3,75,162,27889,5146 ELECTRIC  ST,241,
Esmeralda,CAMP,11181957,0,4,73,,28873,3393 LEYDEN  STREET,107,
Arianna,KING,04121956,0,1,67,177,23121,1728 MAXWELL  ST,109,
Declan,NICHOLS,12171956,0,,,137,22381,6789 GARDEN  STREET,120,
Jameson,HENDERSON,04111945,0,3,77,149,25951,6328 PATTILLO  ST,468,
